ID,Name,Height,Weight,Age,Sex,Profession,Salary,Has_car
3360,Белов Василий,177.0,76.0,46,м,бухгалтер,307000,True
3361,Устинов Вячеслав,169.0,102.0,53,м,студент,212000,True
3362,Лобанов Аким,168.0,86.0,70,м,сантехник,75000,False
3363,Медведев Альберт,170.0,85.0,24,м,бухгалтер,262000,True
3364,Марков Савва,168.0,85.0,78,м,инженер,244000,True
3365,Зайцев Булат,171.0,71.0,78,м,инженер,308000,False
3366,Беляков Модест,187.0,67.0,21,м,инженер,148000,False
3367,Ларионов Трофим,178.0,107.0,51,м,автослесарь,287000,True
3368,Одинцов Димитрий,173.0,101.0,65,м,студент,308000,False
3370,Корнилов Евдоким,181.0,103.0,34,м,преподаватель,320000,False
3371,Игнатьев Фёдор,181.0,108.0,77,м,инженер,143000,True
3372,Никифоров Вольдемар,183.0,111.0,75,м,преподаватель,257000,True
3373,Большаков Игорь,189.0,68.0,36,м,студент,266000,True
3376,Матвеев Яков,179.0,118.0,75,м,продавец,47000,True
3377,Лобанов Демьян,178.0,73.0,32,м,инженер,250000,False
3378,Шестаков Остап,188.0,66.0,56,м,преподаватель,340000,False
3379,Субботин Влас,179.0,98.0,61,м,бухгалтер,262000,False
3380,Шаров Ринат,182.0,116.0,36,м,программист,383000,True
3381,Кабанов Радик,170.0,116.0,75,м,продавец,158000,False
3382,Пестов Радомир,167.0,89.0,32,м,сантехник,352000,False
3383,Мамонтов Аполлон,171.0,112.0,19,м,автослесарь,217000,True
3384,Белозёров Прохор,191.0,101.0,20,м,бухгалтер,482000,False
3385,Афанасьев Вячеслав,178.0,58.0,41,м,преподаватель,107000,True
3386,Дементьев Вадим,181.0,63.0,65,м,автослесарь,419000,False
3387,Русаков Емельян,187.0,113.0,77,м,продавец,144000,True
3388,Ефимов Валентин,183.0,78.0,28,м,бухгалтер,46000,True
3389,Федосеев Владимир,171.0,99.0,19,м,врач,240000,True
3390,Поляков Герасим,178.0,81.0,37,м,программист,91000,False
3391,Носов Радий,174.0,92.0,63,м,автослесарь,428000,True
3392,Киселёв Демид,185.0,67.0,33,м,бухгалтер,320000,False
3393,Гущин Павел,187.0,71.0,38,м,преподаватель,433000,True
3394,Артемьев Данислав,186.0,91.0,49,м,продавец,359000,False
3395,Семёнов Яромир,176.0,71.0,47,м,сантехник,41000,True
3396,Кононов Алексей,184.0,104.0,39,м,бухгалтер,98000,False
3397,Зайцев Фаддей,172.0,76.0,77,м,автослесарь,393000,True
3398,Васильев Феликс,174.0,85.0,23,м,продавец,354000,False
3399,Макаров Климент,191.0,71.0,56,м,программист,468000,False
3400,Емельянов Назар,183.0,79.0,52,м,врач,402000,False
3401,Шашков Платон,186.0,80.0,56,м,программист,129000,False
3402,Артемьев Лукьян,187.0,66.0,32,м,инженер,431000,False
3403,Жуков Александр,192.0,98.0,26,м,сантехник,63000,True
3404,Борисов Геннадий,192.0,116.0,70,м,сантехник,364000,True
3407,Гришин Захар,179.0,54.0,83,м,бухгалтер,192000,True
3408,Самойлов Никанор,167.0,102.0,63,м,инженер,428000,True
3409,Беляков Виктор,191.0,90.0,89,м,бухгалтер,389000,True
3410,Хохлов Андрей,178.0,98.0,39,м,врач,336000,False
3412,Зайцев Святослав,181.0,84.0,20,м,сантехник,58000,False
3413,Рогов Радик,186.0,69.0,50,м,автослесарь,139000,False
3414,Киселёв Казимир,172.0,68.0,65,м,сантехник,470000,False
3415,Цветков Фаддей,175.0,52.0,21,м,бухгалтер,220000,True
3416,Копылов Богдан,175.0,84.0,43,м,автослесарь,340000,False
3417,Ковалёв Давыд,168.0,54.0,43,м,инженер,28000,True
3418,Кириллов Терентий,166.0,59.0,42,м,автослесарь,193000,False
3419,Гришин Флор,191.0,85.0,27,м,студент,239000,False
3420,Никитин Георгий,175.0,116.0,22,м,автослесарь,338000,True
3421,Орехов Арсений,183.0,89.0,62,м,инженер,335000,False
3422,Беляков Степан,173.0,67.0,22,м,инженер,41000,False
3423,Наумов Марат,179.0,66.0,23,м,продавец,32000,True
3424,Артемьев Артемий,189.0,96.0,48,м,автослесарь,152000,True
3425,Ильин Ринат,173.0,83.0,25,м,сантехник,19000,True
3426,Стрелков Егор,190.0,86.0,31,м,автослесарь,362000,True
3427,Фадеев Мирослав,181.0,78.0,61,м,преподаватель,352000,True
3428,Фокин Анисий,169.0,76.0,61,м,врач,61000,True
3429,Игнатьев Фаддей,190.0,111.0,38,м,студент,326000,False
3430,Евсеев Трофим,165.0,51.0,64,м,бухгалтер,448000,False
3431,Беляков Виктор,190.0,80.0,46,м,преподаватель,437000,False
3432,Семёнов Максим,174.0,77.0,86,м,инженер,79000,True
3433,Моисеев Герман,167.0,52.0,50,м,студент,459000,True
3434,Лукин Аполлинарий,169.0,105.0,62,м,продавец,80000,False
3435,Носов Харитон,165.0,79.0,45,м,программист,364000,True
3436,Беляев Аполлон,179.0,50.0,64,м,продавец,176000,False
3437,Петухов Макар,187.0,60.0,37,м,автослесарь,233000,True
3438,Колесников Марат,172.0,73.0,28,м,автослесарь,467000,False
3439,Алексеев Григорий,166.0,109.0,30,м,программист,250000,False
3441,Фокин Борис,183.0,71.0,27,м,инженер,484000,True
3442,Щербаков Леонид,180.0,104.0,36,м,сантехник,120000,True
3443,Ширяев Радослав,189.0,93.0,27,м,программист,122000,False
3445,Гурьев Лукьян,183.0,107.0,69,м,инженер,322000,False
3446,Гуляев Потап,169.0,65.0,75,м,программист,187000,True
3447,Логинов Денис,186.0,107.0,46,м,программист,122000,False
3448,Потапов Августин,166.0,73.0,56,м,преподаватель,341000,True
3449,Гущин Илларион,182.0,55.0,20,м,студент,267000,True
3450,Вишняков Антон,192.0,94.0,64,м,автослесарь,113000,True
3451,Колесников Аристарх,186.0,50.0,22,м,программист,418000,True
3452,Воробьёв Иеремия,180.0,117.0,59,м,преподаватель,28000,True
3453,Носков Илья,184.0,102.0,42,м,врач,146000,True
3454,Белоусов Владислав,169.0,119.0,71,м,бухгалтер,289000,False
3455,Орехов Радий,192.0,73.0,23,м,преподаватель,189000,False
3457,Лазарев Владимир,175.0,111.0,37,м,продавец,293000,False
3458,Фомичёв Эрик,185.0,64.0,30,м,инженер,446000,False
3459,Ефремов Фаддей,176.0,92.0,30,м,студент,485000,True
3460,Красильников Арсений,171.0,117.0,52,м,сантехник,97000,True
3461,Исаев Димитрий,183.0,118.0,67,м,программист,295000,True
3462,Назаров Елисей,193.0,81.0,53,м,бухгалтер,119000,True
3464,Николаев Василий,172.0,90.0,87,м,автослесарь,48000,True
3465,Богданов Максим,182.0,65.0,59,м,бухгалтер,158000,True
3466,Сидоров Терентий,181.0,56.0,88,м,преподаватель,458000,True
3467,Денисов Тимофей,171.0,109.0,71,м,студент,240000,False
3470,Голубев Артемий,184.0,81.0,25,м,сантехник,105000,True
3472,Анисимов Иван,178.0,68.0,78,м,автослесарь,206000,False
3473,Петров Данил,191.0,108.0,78,м,автослесарь,413000,False
3474,Фомин Евдоким,192.0,104.0,71,м,инженер,466000,True
3475,Фёдоров Ян,189.0,55.0,85,м,автослесарь,462000,True
3477,Жданов Владлен,170.0,60.0,49,м,преподаватель,428000,True
3478,Хохлов Станислав,188.0,73.0,55,м,продавец,89000,True
3479,Рожков Яромир,194.0,95.0,21,м,продавец,303000,False
3480,Корнилов Яков,191.0,74.0,81,м,врач,265000,True
3482,Орлов Михаил,190.0,78.0,79,м,преподаватель,255000,True
3483,Дроздов Диомид,165.0,51.0,22,м,бухгалтер,371000,False
3485,Одинцов Влад,183.0,83.0,18,м,программист,492000,False
3486,Попов Ростислав,185.0,118.0,37,м,бухгалтер,460000,True
3487,Киселёв Филат,177.0,60.0,27,м,бухгалтер,447000,True
3488,Некрасов Игнат,165.0,94.0,30,м,инженер,287000,True
3489,Колобов Агафон,185.0,67.0,66,м,преподаватель,54000,False
3490,Гусев Иван,186.0,108.0,59,м,автослесарь,385000,True
3491,Морозов Валерий,192.0,57.0,24,м,бухгалтер,487000,True
3492,Горшков Еремей,177.0,83.0,46,м,программист,456000,False
3493,Борисов Моисей,183.0,51.0,59,м,сантехник,169000,False
3495,Титов Юлий,172.0,95.0,84,м,инженер,357000,True
3496,Субботин Борислав,185.0,57.0,83,м,продавец,313000,True
3497,Соболев Яромир,168.0,52.0,44,м,продавец,242000,False
3499,Яковлев Агафон,174.0,81.0,73,м,сантехник,243000,False
3500,Костин Бенедикт,184.0,79.0,25,м,преподаватель,202000,False
3501,Беляев Гавриил,188.0,68.0,38,м,сантехник,414000,False
3502,Власов Илья,165.0,77.0,51,м,программист,156000,False
3503,Орлов Василий,168.0,104.0,89,м,студент,274000,False
3504,Соболев Митрофан,173.0,67.0,80,м,продавец,184000,False
3505,Кудрявцев Иероним,187.0,73.0,37,м,преподаватель,52000,True
3506,Беляев Егор,191.0,91.0,48,м,студент,51000,False
3507,Аксёнов Данислав,180.0,75.0,56,м,студент,183000,False
3508,Мишин Савва,175.0,103.0,43,м,сантехник,165000,True
3509,Баранов Филат,190.0,93.0,81,м,сантехник,282000,False
3510,Фомичёв Станислав,177.0,106.0,53,м,студент,269000,False
3511,Максимов Трофим,166.0,65.0,81,м,сантехник,233000,True
3512,Никонов Серафим,179.0,68.0,36,м,автослесарь,165000,False
3513,Денисов Парамон,169.0,115.0,88,м,преподаватель,378000,False
3514,Кудряшов Виталий,175.0,98.0,81,м,продавец,283000,True
3515,Родионов Фома,182.0,56.0,76,м,преподаватель,110000,True
3517,Казаков Филимон,187.0,84.0,66,м,продавец,308000,False
3518,Коновалов Руслан,171.0,118.0,89,м,программист,235000,False
3519,Наумов Владислав,186.0,96.0,85,м,инженер,135000,False
3520,Сафонов Радомир,165.0,63.0,29,м,студент,128000,False
3521,Селезнёв Иосиф,193.0,80.0,65,м,инженер,368000,False
3522,Кондратьев Борислав,187.0,99.0,50,м,студент,249000,True
3523,Мартынов Антон,180.0,95.0,41,м,программист,63000,False
3524,Бирюков Никанор,177.0,59.0,39,м,бухгалтер,180000,False
3525,Иванков Глеб,172.0,60.0,35,м,врач,121000,False
3526,Дроздов Аркадий,181.0,56.0,46,м,сантехник,199000,False
3527,Лапин Захар,189.0,99.0,87,м,автослесарь,89000,False
3528,Матвеев Даниил,193.0,74.0,20,м,программист,223000,True
3529,Третьяков Арсен,185.0,71.0,71,м,инженер,453000,False
3531,Соловьёв Харитон,181.0,73.0,48,м,врач,354000,False
3532,Фомин Артемий,192.0,110.0,41,м,студент,299000,True
3534,Куликов Макарий,194.0,114.0,51,м,продавец,144000,False
3535,Агафонов Арсентий,191.0,104.0,61,м,врач,149000,True
3536,Максимов Клим,165.0,72.0,87,м,продавец,338000,True
3537,Марков Казимир,187.0,64.0,74,м,сантехник,459000,True
3538,Галкин Иеремия,171.0,108.0,30,м,инженер,41000,False
3540,Тихонов Даниил,185.0,61.0,72,м,программист,352000,True
3541,Одинцов Феликс,182.0,117.0,25,м,сантехник,165000,False
3542,Шубин Евгений,172.0,69.0,37,м,врач,167000,False
3543,Кондратьев Захар,169.0,105.0,50,м,инженер,348000,False
3544,Комиссаров Семен,191.0,100.0,83,м,бухгалтер,396000,True
3545,Богданов Борислав,170.0,83.0,62,м,сантехник,302000,True
3546,Миронов Геннадий,180.0,58.0,42,м,врач,178000,True
3549,Степанов Феликс,179.0,112.0,28,м,бухгалтер,381000,False
3550,Красильников Илларион,193.0,88.0,87,м,преподаватель,261000,True
3551,Орлов Виктор,171.0,94.0,36,м,бухгалтер,356000,True
3552,Осипов Анисий,175.0,118.0,39,м,программист,154000,True
3553,Бобров Никита,185.0,77.0,70,м,инженер,184000,True
3554,Афанасьев Феликс,175.0,74.0,45,м,преподаватель,284000,False
3555,Ермаков Вилен,191.0,102.0,19,м,сантехник,119000,True
3556,Кононов Дмитрий,170.0,50.0,41,м,студент,67000,False
3557,Хохлов Иероним,179.0,102.0,34,м,врач,145000,False
3558,Морозов Радий,165.0,63.0,38,м,инженер,452000,True
3559,Дементьев Вячеслав,181.0,52.0,55,м,студент,386000,False
3560,Родионов Серафим,186.0,76.0,20,м,программист,466000,True
3561,Журавлёв Добрыня,171.0,87.0,75,м,автослесарь,367000,True
3562,Шашков Климент,189.0,99.0,75,м,автослесарь,138000,True
3563,Буров Александр,181.0,65.0,63,м,инженер,112000,True
3564,Пестов Захар,170.0,57.0,41,м,преподаватель,221000,True
3565,Поляков Геннадий,194.0,102.0,34,м,автослесарь,317000,True
3567,Савельев Илларион,176.0,66.0,87,м,студент,311000,True
3568,Лаврентьев Зиновий,189.0,75.0,88,м,студент,231000,False
3570,Крюков Денис,168.0,116.0,78,м,студент,200000,True
3571,Котов Мартин,187.0,90.0,47,м,бухгалтер,401000,True
3572,Никонов Тихон,188.0,81.0,31,м,автослесарь,126000,True
3573,Тарасов Флор,183.0,79.0,88,м,студент,360000,False
3574,Мясников Юлий,185.0,60.0,40,м,инженер,420000,True
3575,Сорокин Юлиан,183.0,90.0,19,м,продавец,403000,True
3576,Веселов Константин,183.0,99.0,30,м,преподаватель,401000,False
3578,Гаврилов Эльдар,181.0,52.0,59,м,продавец,368000,True
3579,Белоусов Федот,181.0,105.0,26,м,продавец,82000,False
3580,Рыбаков Эльдар,165.0,73.0,37,м,автослесарь,400000,False
3581,Зыков Ренат,165.0,104.0,84,м,преподаватель,368000,False
3582,Селиверстов Андрей,178.0,57.0,28,м,бухгалтер,287000,True
3584,Сергеев Федот,173.0,117.0,63,м,студент,462000,False
3585,Щербаков Олег,170.0,86.0,41,м,преподаватель,170000,True
3587,Никитин Августин,176.0,60.0,69,м,сантехник,108000,True
3588,Костин Павел,193.0,113.0,56,м,врач,265000,False
3590,Кириллов Виссарион,166.0,81.0,30,м,врач,210000,False
3591,Моисеев Влад,188.0,75.0,32,м,инженер,319000,True
3593,Павлов Булат,165.0,115.0,48,м,сантехник,51000,True
3594,Панфилов Тимур,180.0,119.0,43,м,автослесарь,303000,False
3595,Ситников Федот,175.0,84.0,41,м,бухгалтер,252000,False
3596,Михеев Лев,194.0,84.0,86,м,программист,386000,True
3597,Морозов Булат,172.0,76.0,72,м,продавец,296000,True
3598,Вишняков Харитон,177.0,114.0,31,м,бухгалтер,250000,True
3599,Поляков Игорь,173.0,59.0,21,м,бухгалтер,227000,False
3601,Медведев Тарас,184.0,108.0,56,м,студент,42000,False
3603,Цветков Арсений,174.0,70.0,21,м,программист,374000,True
3604,Туров Вячеслав,193.0,90.0,47,м,сантехник,440000,True
3605,Ефремов Игнат,173.0,117.0,37,м,бухгалтер,400000,True
3606,Алексеев Аким,174.0,96.0,49,м,программист,29000,True
3607,Бобылёв Герман,192.0,113.0,74,м,бухгалтер,120000,False
3608,Воронов Елисей,179.0,117.0,54,м,автослесарь,388000,False
3609,Юдин Егор,177.0,70.0,27,м,автослесарь,233000,False
3610,Иванков Виктор,166.0,110.0,76,м,преподаватель,495000,True
3611,Капустин Парамон,180.0,65.0,79,м,продавец,40000,False
3612,Филатов Леонтий,185.0,62.0,73,м,продавец,369000,False
3613,Ершов Яков,183.0,77.0,19,м,бухгалтер,265000,True
3615,Молчанов Иван,171.0,109.0,26,м,автослесарь,162000,True
3616,Фомин Артём,168.0,62.0,83,м,студент,447000,False
3617,Шубин Илья,177.0,87.0,67,м,инженер,216000,False
3618,Ефремов Флор,173.0,105.0,53,м,преподаватель,70000,True
3619,Селезнёв Семён,165.0,108.0,62,м,продавец,179000,True
3620,Мартынов Иннокентий,166.0,68.0,29,м,продавец,119000,False
3621,Александров Эдуард,173.0,73.0,72,м,преподаватель,127000,True
3622,Веселов Касьян,178.0,69.0,67,м,сантехник,121000,True
3623,Никифоров Давид,172.0,109.0,51,м,врач,349000,False
3624,Васильев Сергей,186.0,81.0,59,м,врач,476000,False
3625,Антонов Захар,191.0,56.0,63,м,врач,348000,True
3626,Корнилов Эдуард,168.0,117.0,32,м,автослесарь,347000,True
3627,Мышкин Арсений,175.0,90.0,30,м,продавец,143000,True
3628,Соболев Авраам,187.0,118.0,85,м,сантехник,199000,False
3629,Лапин Евдоким,176.0,84.0,30,м,автослесарь,486000,False
3630,Белоусов Юлий,170.0,65.0,35,м,бухгалтер,162000,True
3631,Прохоров Тимофей,181.0,57.0,31,м,инженер,200000,True
3632,Михайлов Виктор,190.0,67.0,64,м,продавец,136000,False
3633,Лобанов Михаил,194.0,99.0,89,м,студент,487000,True
3634,Пономарёв Спартак,186.0,116.0,67,м,бухгалтер,73000,False
3635,Фролов Дмитрий,176.0,55.0,55,м,бухгалтер,233000,True
3636,Блохин Семён,183.0,72.0,36,м,автослесарь,214000,False
3637,Шаров Валентин,186.0,96.0,48,м,бухгалтер,12000,False
3638,Миронов Филимон,185.0,51.0,74,м,преподаватель,256000,False
3639,Коновалов Ян,180.0,81.0,37,м,инженер,35000,True
3640,Захаров Всеволод,181.0,52.0,54,м,сантехник,99000,True
3641,Крюков Аполлон,165.0,51.0,75,м,программист,199000,True
3642,Назаров Алексей,179.0,99.0,89,м,инженер,473000,True
3643,Фомин Давыд,174.0,81.0,67,м,инженер,209000,True
3644,Орехов Филат,186.0,54.0,41,м,врач,36000,True
3645,Козлов Лев,186.0,100.0,83,м,инженер,402000,True
3646,Никитин Аким,169.0,58.0,49,м,программист,303000,True
3648,Смирнов Святослав,169.0,69.0,43,м,преподаватель,389000,False
3649,Уваров Назар,177.0,51.0,45,м,студент,109000,False
3650,Кузнецов Павел,174.0,52.0,71,м,врач,438000,False
3651,Панфилов Вениамин,192.0,112.0,53,м,преподаватель,59000,False
3652,Овчинников Мирон,186.0,64.0,80,м,бухгалтер,226000,False
3653,Воронцов Богдан,192.0,50.0,32,м,студент,216000,True
3654,Федотов Рустам,176.0,99.0,79,м,программист,269000,False
3655,Калашников Игнатий,187.0,115.0,80,м,врач,460000,True
3656,Владимиров Иеремия,172.0,65.0,53,м,сантехник,318000,False
3657,Алексеев Григорий,177.0,87.0,61,м,студент,227000,True
3658,Дроздов Константин,177.0,93.0,76,м,бухгалтер,285000,True
3659,Панов Мирон,165.0,69.0,63,м,врач,357000,True
3660,Логинов Емельян,191.0,60.0,21,м,студент,96000,True
3661,Носков Булат,179.0,79.0,48,м,бухгалтер,30000,True
3662,Меркушев Никон,175.0,98.0,29,м,программист,49000,False
3663,Архипов Никифор,165.0,71.0,89,м,преподаватель,220000,False
3664,Николаев Антон,184.0,104.0,70,м,сантехник,232000,False
3665,Носов Кирилл,179.0,51.0,45,м,программист,204000,False
3666,Трофимов Платон,171.0,61.0,54,м,продавец,222000,True
3667,Тарасов Аполлон,185.0,68.0,51,м,врач,100000,False
3668,Поляков Артур,171.0,119.0,75,м,студент,102000,True
3669,Королёв Серафим,185.0,59.0,43,м,инженер,26000,True
3670,Рожков Фома,181.0,95.0,49,м,преподаватель,92000,False
3671,Мухин Арсентий,171.0,94.0,53,м,бухгалтер,480000,False
3672,Молчанов Вилен,167.0,96.0,42,м,продавец,174000,True
3673,Гордеев Евстахий,179.0,71.0,82,м,врач,336000,True
3674,Миронов Герман,167.0,104.0,38,м,инженер,331000,True
3675,Панфилов Кирилл,167.0,55.0,36,м,автослесарь,198000,True
3676,Цветков Никанор,193.0,70.0,73,м,бухгалтер,432000,False
3677,Зайцев Фома,182.0,58.0,63,м,продавец,207000,False
3678,Субботин Диомид,183.0,101.0,51,м,программист,185000,False
3679,Трофимов Федот,175.0,55.0,42,м,бухгалтер,171000,True
3680,Горбунов Матвей,169.0,108.0,70,м,преподаватель,438000,True
3681,Сидоров Моисей,165.0,104.0,42,м,сантехник,419000,True
3682,Кошелев Тимофей,165.0,71.0,67,м,продавец,89000,False
3683,Денисов Гордей,176.0,64.0,48,м,инженер,364000,True
3684,Блинов Савелий,188.0,115.0,68,м,преподаватель,200000,False
3685,Горшков Августин,187.0,102.0,48,м,автослесарь,345000,False
3686,Максимов Мартин,183.0,78.0,20,м,автослесарь,332000,True
3687,Федотов Дмитрий,172.0,65.0,72,м,программист,29000,True
3688,Зуев Иеремия,179.0,67.0,85,м,продавец,382000,True
3690,Гуляев Серафим,169.0,118.0,85,м,автослесарь,46000,False
3691,Чернов Захар,185.0,55.0,45,м,преподаватель,402000,False
3693,Туров Радомир,169.0,111.0,70,м,автослесарь,386000,False
3694,Фокин Вадим,191.0,65.0,18,м,программист,126000,True
3695,Пахомов Анастасий,183.0,109.0,83,м,инженер,115000,False
3696,Ширяев Аристарх,190.0,113.0,67,м,преподаватель,231000,False
3697,Маслов Антоний,182.0,80.0,32,м,автослесарь,114000,True
3698,Киселёв Радий,166.0,52.0,42,м,преподаватель,439000,True
3699,Ефимов Семен,168.0,82.0,35,м,врач,287000,True
3700,Большаков Олег,189.0,70.0,76,м,программист,280000,True
3701,Большаков Артём,169.0,80.0,35,м,сантехник,387000,False
3702,Дроздов Викентий,186.0,56.0,43,м,сантехник,346000,False
3703,Панов Владлен,185.0,91.0,66,м,студент,346000,False
3704,Потапов Чарли,167.0,74.0,86,м,инженер,285000,True
3705,Ефимов Климент,194.0,64.0,22,м,инженер,436000,False
3707,Ильин Юрий,181.0,63.0,70,м,врач,117000,False
3708,Абрамов Михаил,187.0,81.0,57,м,автослесарь,193000,True
3709,Кулагин Иосиф,182.0,85.0,34,м,программист,466000,False
3710,Воронов Диомид,193.0,77.0,22,м,преподаватель,341000,True
3711,Сергеев Кирилл,190.0,93.0,45,м,программист,485000,False
3712,Хохлов Ринат,178.0,86.0,39,м,сантехник,480000,False
3713,Капустин Юлиан,177.0,82.0,88,м,продавец,122000,True
3714,Нестеров Зорийй,187.0,85.0,68,м,студент,152000,True
3715,Ширяев Егор,187.0,76.0,67,м,сантехник,436000,False
3716,Кириллов Арсений,180.0,103.0,81,м,студент,103000,False
3717,Колобов Аким,173.0,57.0,36,м,инженер,236000,True
3718,Карпов Евгений,171.0,104.0,42,м,сантехник,291000,True
3719,Громов Радик,175.0,65.0,83,м,продавец,64000,False
3720,Соколов Яромир,182.0,60.0,74,м,преподаватель,357000,False
3721,Силин Митрофан,182.0,59.0,75,м,программист,13000,False
3722,Елисеев Игнатий,173.0,110.0,54,м,бухгалтер,109000,False
3723,Миронов Осип,173.0,64.0,54,м,сантехник,327000,False
3724,Шарапов Илья,173.0,112.0,68,м,автослесарь,426000,False
3725,Ларионов Владлен,171.0,85.0,25,м,программист,108000,False
3726,Данилов Наум,177.0,67.0,42,м,автослесарь,384000,True
3727,Иванков Борислав,185.0,113.0,25,м,сантехник,425000,True
3729,Некрасов Булат,170.0,93.0,26,м,продавец,429000,True
3730,Третьяков Родион,186.0,115.0,70,м,бухгалтер,315000,False
3733,Иванков Мартын,185.0,114.0,24,м,студент,376000,False
3734,Дьячков Ренат,192.0,111.0,60,м,врач,237000,False
3735,Цветков Аркадий,168.0,86.0,83,м,бухгалтер,80000,True
3736,Лыткин Илья,178.0,59.0,64,м,преподаватель,100000,True
3737,Козлов Никон,167.0,64.0,65,м,продавец,470000,False
3738,Максимов Фаддей,181.0,89.0,87,м,студент,102000,False
3739,Михеев Владислав,175.0,52.0,74,м,преподаватель,85000,True
3740,Капустин Мартын,165.0,77.0,71,м,студент,33000,False
3741,Шестаков Мирослав,181.0,90.0,78,м,врач,107000,False
3742,Яковлев Игнат,186.0,50.0,52,м,инженер,307000,True
3743,Зыков Потап,172.0,81.0,51,м,инженер,458000,True
3744,Горбунов Олег,183.0,86.0,23,м,преподаватель,19000,False
3746,Орлов Авраам,181.0,74.0,59,м,врач,463000,True
3747,Кошелев Вольдемар,173.0,104.0,58,м,автослесарь,151000,False
3748,Орлов Август,185.0,83.0,48,м,студент,211000,True
3749,Копылов Андрей,169.0,80.0,34,м,врач,218000,False
3750,Калинин Радий,167.0,89.0,80,м,преподаватель,414000,True
3751,Назаров Кузьма,189.0,89.0,82,м,сантехник,395000,False
3753,Фёдоров Давид,166.0,67.0,56,м,продавец,83000,True
3754,Алексеев Кондрат,184.0,115.0,36,м,автослесарь,453000,False
3755,Медведев Альберт,168.0,82.0,75,м,сантехник,178000,True
3756,Мельников Денис,171.0,101.0,73,м,бухгалтер,134000,True
3757,Самойлов Родион,172.0,116.0,86,м,врач,76000,False
3758,Ларионов Аркадий,192.0,79.0,31,м,бухгалтер,73000,True
3759,Гурьев Иван,185.0,67.0,22,м,студент,376000,False
3760,Фомичёв Михаил,190.0,107.0,61,м,студент,354000,True
3761,Овчинников Роман,171.0,53.0,71,м,сантехник,343000,False
3762,Иванков Антон,166.0,94.0,49,м,программист,314000,False
3763,Михеев Влад,174.0,109.0,72,м,автослесарь,32000,False
3764,Поляков Аполлон,174.0,119.0,60,м,бухгалтер,488000,False
3765,Киселёв Тарас,171.0,103.0,83,м,студент,342000,False
3766,Кириллов Августин,193.0,98.0,57,м,бухгалтер,27000,False
3768,Шилов Иеремия,178.0,95.0,39,м,программист,79000,False
3769,Рожков Эрик,181.0,83.0,48,м,студент,409000,True
3770,Киселёв Тихон,171.0,99.0,52,м,врач,412000,True
3771,Симонов Станислав,167.0,67.0,42,м,бухгалтер,225000,True
3772,Ковалёв Филат,175.0,97.0,61,м,бухгалтер,318000,True
3773,Бобылёв Давыд,168.0,92.0,47,м,преподаватель,125000,True
3775,Медведев Феликс,180.0,105.0,64,м,инженер,376000,False
3776,Тарасов Макар,171.0,94.0,36,м,бухгалтер,75000,True
3777,Кузьмин Филипп,175.0,61.0,18,м,инженер,53000,False
3778,Котов Артур,172.0,86.0,78,м,преподаватель,434000,True
3779,Королёв Кир,190.0,106.0,19,м,врач,120000,False
3780,Киселёв Юрий,191.0,56.0,36,м,врач,75000,True
3782,Марков Лукьян,173.0,101.0,76,м,преподаватель,200000,True
3783,Кудряшов Зиновий,187.0,113.0,25,м,преподаватель,83000,True
3784,Панов Елисей,174.0,108.0,19,м,студент,200000,False
3785,Алексеев Трофим,177.0,52.0,62,м,сантехник,359000,False
3786,Маслов Иннокентий,177.0,72.0,19,м,продавец,305000,False
3787,Кабанов Емельян,179.0,91.0,25,м,студент,290000,False
3788,Ефремов Владислав,193.0,117.0,81,м,автослесарь,89000,True
3789,Зимин Демьян,171.0,93.0,47,м,автослесарь,220000,True
3790,Агафонов Артём,171.0,55.0,38,м,сантехник,362000,False
3791,Третьяков Руслан,188.0,56.0,78,м,автослесарь,418000,True
3792,Кондратьев Вадим,179.0,61.0,40,м,продавец,84000,False
3793,Богданов Мартин,178.0,85.0,46,м,врач,299000,False
3794,Сафонов Болеслав,175.0,115.0,49,м,бухгалтер,92000,True
3795,Копылов Юлий,181.0,117.0,21,м,врач,341000,False
3796,Блинов Валентин,185.0,103.0,49,м,бухгалтер,22000,False
3797,Михеев Ждан,171.0,104.0,79,м,программист,407000,True
3798,Молчанов Данислав,176.0,97.0,53,м,врач,35000,False
3799,Логинов Никола,185.0,62.0,44,м,инженер,344000,True
3800,Шашков Никанор,189.0,95.0,86,м,программист,426000,False
3801,Комиссаров Максим,182.0,107.0,85,м,врач,426000,False
3802,Буров Филипп,172.0,58.0,31,м,автослесарь,286000,True
3803,Петров Виталий,173.0,81.0,73,м,врач,324000,False
3804,Шестаков Никодим,169.0,118.0,28,м,врач,146000,False
3805,Агафонов Болеслав,184.0,74.0,76,м,сантехник,131000,True
3806,Петров Мартин,190.0,96.0,38,м,программист,190000,True
3807,Вишняков Дамир,174.0,50.0,51,м,программист,148000,True
3808,Блохин Бронислав,188.0,111.0,73,м,бухгалтер,460000,True
3809,Соколов Семён,165.0,91.0,68,м,автослесарь,124000,False
3811,Гусев Константин,169.0,88.0,64,м,инженер,443000,False
3812,Зиновьев Аполлинарий,190.0,106.0,49,м,программист,397000,False
3814,Пестов Владимир,188.0,60.0,86,м,автослесарь,335000,True
3815,Ефимов Виталий,167.0,50.0,60,м,продавец,211000,False
3816,Филиппов Лукьян,193.0,59.0,68,м,продавец,264000,False
3817,Павлов Касьян,183.0,54.0,58,м,инженер,193000,False
